row,name,acronym,id,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
886,"Nucleus of the lateral lemniscus, dorsal part",NLLd,82,434,612,Nucleus of the lateral lemniscus,NLL,0
887,"Nucleus of the lateral lemniscus, horizontal part",NLLh,90,435,612,Nucleus of the lateral lemniscus,NLL,0
888,"Nucleus of the lateral lemniscus, ventral part",NLLv,99,436,612,Nucleus of the lateral lemniscus,NLL,0
889,Principal sensory nucleus of the trigeminal,PSV,7,283,1132,"Pons, sensory related",P-sen,70327
890,Parabrachial nucleus,PB,867,249,1132,"Pons, sensory related",P-sen,60544
891,Koelliker-Fuse subnucleus,KF,123,156,867,Parabrachial nucleus,PB,11222
892,"Parabrachial nucleus, lateral division",PBl,881,251,867,Parabrachial nucleus,PB,0
893,"Parabrachial nucleus, lateral division, central lateral part",PBlc,860,814,881,"Parabrachial nucleus, lateral division",PBl,0
894,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,868,815,881,"Parabrachial nucleus, lateral division",PBl,0
895,"Parabrachial nucleus, lateral division, external lateral part",PBle,875,816,881,"Parabrachial nucleus, lateral division",PBl,0
896,"Parabrachial nucleus, lateral division, superior lateral part",PBls,883,817,881,"Parabrachial nucleus, lateral division",PBl,0
897,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,891,818,881,"Parabrachial nucleus, lateral division",PBl,0
898,"Parabrachial nucleus, medial division",PBm,890,252,867,Parabrachial nucleus,PB,0
899,"Parabrachial nucleus, medial division, external medial part",PBme,899,819,890,"Parabrachial nucleus, medial division",PBm,0
900,"Parabrachial nucleus, medial division, medial medial part",PBmm,915,821,890,"Parabrachial nucleus, medial division",PBm,0
901,"Parabrachial nucleus, medial division, ventral medial part",PBmv,923,822,890,"Parabrachial nucleus, medial division",PBm,0
902,Superior olivary complex,SOC,398,332,1132,"Pons, sensory related",P-sen,0
903,"Superior olivary complex, periolivary region",POR,122,439,398,Superior olivary complex,SOC,23362
904,"Superior olivary complex, medial part",SOCm,105,437,398,Superior olivary complex,SOC,12516
905,"Superior olivary complex, lateral part",SOCl,114,438,398,Superior olivary complex,SOC,21655
906,"Pons, motor related",P-mot,987,264,771,Pons,P,0
907,Barrington's nucleus,B,280,34,987,"Pons, motor related",P-mot,994
908,Dorsal tegmental nucleus,DTN,880,109,987,"Pons, motor related",P-mot,6637
909,Lateral tegmental nucleus,LTN,283,176,987,"Pons, motor related",P-mot,0
910,Posterodorsal tegmental nucleus,PDTg,599626927,,987,,,0
911,Pontine central gray,PCG,898,253,987,"Pons, motor related",P-mot,34776
912,Pontine gray,PG,931,823,987,"Pons, motor related",P-mot,61699
913,"Pontine reticular nucleus, caudal part",PRNc,1093,277,987,"Pons, motor related",P-mot,150278
914,"Pontine reticular nucleus, ventral part",PRNv,552,917,987,"Pons, motor related",P-mot,0
915,Supragenual nucleus,SG,318,322,987,"Pons, motor related",P-mot,1111
916,Superior salivatory nucleus,SSN,462,340,987,"Pons, motor related",P-mot,0
917,Supratrigeminal nucleus,SUT,534,349,987,"Pons, motor related",P-mot,16640
918,Tegmental reticular nucleus,TRN,574,354,987,"Pons, motor related",P-mot,44144
919,Motor nucleus of trigeminal,V,621,360,987,"Pons, motor related",P-mot,22692
920,Peritrigeminal zone,P5,549009215,,987,,,0
921,Accessory trigeminal nucleus,Acs5,549009219,,987,,,0
922,Parvicellular motor 5 nucleus,PC5,549009223,,987,,,0
923,Intertrigeminal nucleus,I5,549009227,,987,,,0
924,"Pons, behavioral state related",P-sat,1117,280,771,Pons,P,0
925,Superior central nucleus raphe,CS,679,84,1117,"Pons, behavioral state related",P-sat,38338
926,"Superior central nucleus raphe, lateral part",CSl,137,441,679,Superior central nucleus raphe,CS,0
927,"Superior central nucleus raphe, medial part",CSm,130,440,679,Superior central nucleus raphe,CS,0
928,Locus ceruleus,LC,147,159,1117,"Pons, behavioral state related",P-sat,931
929,Laterodorsal tegmental nucleus,LDT,162,161,1117,"Pons, behavioral state related",P-sat,13054
930,Nucleus incertus,NI,604,216,1117,"Pons, behavioral state related",P-sat,6776
931,Pontine reticular nucleus,PRNr,146,442,1117,"Pons, behavioral state related",P-sat,151264
932,Nucleus raphe pontis,RPO,238,312,1117,"Pons, behavioral state related",P-sat,6164
933,Subceruleus nucleus,SLC,350,326,1117,"Pons, behavioral state related",P-sat,1694
934,Sublaterodorsal nucleus,SLD,358,327,1117,"Pons, behavioral state related",P-sat,3015
935,Medulla,MY,354,185,1065,Hindbrain,HB,340254
936,"Medulla, sensory related",MY-sen,386,189,354,Medulla,MY,0
937,Area postrema,AP,207,25,386,"Medulla, sensory related",MY-sen,3397
938,Cochlear nuclei,CN,607,75,386,"Medulla, sensory related",MY-sen,0
939,Granular lamina of the cochlear nuclei,CNlam,112,862,607,Cochlear nuclei,CN,0
940,"Cochlear nucleus, subpedunclular granular region",CNspg,560,918,607,Cochlear nuclei,CN,0
941,Dorsal cochlear nucleus,DCO,96,860,607,Cochlear nuclei,CN,39123
942,Ventral cochlear nucleus,VCO,101,861,607,Cochlear nuclei,CN,65124
943,Dorsal column nuclei,DCN,720,89,386,"Medulla, sensory related",MY-sen,0
944,Cuneate nucleus,CU,711,88,720,Dorsal column nuclei,DCN,21342
945,Gracile nucleus,GR,1039,129,720,Dorsal column nuclei,DCN,5232
946,External cuneate nucleus,ECU,903,112,386,"Medulla, sensory related",MY-sen,13130
947,Nucleus of the trapezoid body,NTB,642,221,386,"Medulla, sensory related",MY-sen,9895
948,Nucleus of the solitary tract,NTS,651,222,386,"Medulla, sensory related",MY-sen,54354
949,"Nucleus of the solitary tract, central part",NTSce,659,223,651,Nucleus of the solitary tract,NTS,0
950,"Nucleus of the solitary tract, commissural part",NTSco,666,224,651,Nucleus of the solitary tract,NTS,0
951,"Nucleus of the solitary tract, gelatinous part",NTSge,674,225,651,Nucleus of the solitary tract,NTS,0
952,"Nucleus of the solitary tract, lateral part",NTSl,682,226,651,Nucleus of the solitary tract,NTS,0
953,"Nucleus of the solitary tract, medial part",NTSm,691,227,651,Nucleus of the solitary tract,NTS,0
954,"Spinal nucleus of the trigeminal, caudal part",SPVC,429,336,386,"Medulla, sensory related",MY-sen,107628
955,"Spinal nucleus of the trigeminal, interpolar part",SPVI,437,337,386,"Medulla, sensory related",MY-sen,118142
956,"Spinal nucleus of the trigeminal, oral part",SPVO,445,338,386,"Medulla, sensory related",MY-sen,63978
957,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,77,858,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
958,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,53,855,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
959,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,61,856,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
960,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,45,854,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
961,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,69,857,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
962,Paratrigeminal nucleus,Pa5,589508451,,386,,,0
963,Nucleus z,z,789,381,386,"Medulla, sensory related",MY-sen,0
964,"Medulla, motor related",MY-mot,370,187,354,Medulla,MY,0
965,Abducens nucleus,VI,653,364,370,"Medulla, motor related",MY-mot,1949
966,Accessory abducens nucleus,ACVI,568,919,370,"Medulla, motor related",MY-mot,0
967,Facial motor nucleus,VII,661,365,370,"Medulla, motor related",MY-mot,58708
968,Accessory facial motor nucleus,ACVII,576,920,370,"Medulla, motor related",MY-mot,353
969,Efferent vestibular nucleus,EV,640,928,370,"Medulla, motor related",MY-mot,0
970,Nucleus ambiguus,AMB,135,16,370,"Medulla, motor related",MY-mot,0
971,"Nucleus ambiguus, dorsal division",AMBd,939,824,135,Nucleus ambiguus,AMB,1359
972,"Nucleus ambiguus, ventral division",AMBv,143,17,135,Nucleus ambiguus,AMB,1404
973,Dorsal motor nucleus of the vagus nerve,DMX,839,104,370,"Medulla, motor related",MY-mot,11139
974,Efferent cochlear group,ECO,887,110,370,"Medulla, motor related",MY-mot,0
975,Gigantocellular reticular nucleus,GRN,1048,130,370,"Medulla, motor related",MY-mot,167474
976,Infracerebellar nucleus,ICB,372,470,370,"Medulla, motor related",MY-mot,3458
977,Inferior olivary complex,IO,83,151,370,"Medulla, motor related",MY-mot,32619
978,Intermediate reticular nucleus,IRN,136,865,370,"Medulla, motor related",MY-mot,177667
979,Inferior salivatory nucleus,ISN,106,154,370,"Medulla, motor related",MY-mot,460
980,Linear nucleus of the medulla,LIN,203,166,370,"Medulla, motor related",MY-mot,3948
981,Lateral reticular nucleus,LRN,235,170,370,"Medulla, motor related",MY-mot,0
982,"Lateral reticular nucleus, magnocellular part",LRNm,955,826,235,Lateral reticular nucleus,LRN,32803
983,"Lateral reticular nucleus, parvicellular part",LRNp,963,827,235,Lateral reticular nucleus,LRN,3662
984,Magnocellular reticular nucleus,MARN,307,179,370,"Medulla, motor related",MY-mot,34099
985,Medullary reticular nucleus,MDRN,395,190,370,"Medulla, motor related",MY-mot,0
986,"Medullary reticular nucleus, dorsal part",MDRNd,1098,844,395,Medullary reticular nucleus,MDRN,69925
987,"Medullary reticular nucleus, ventral part",MDRNv,1107,845,395,Medullary reticular nucleus,MDRN,60123
988,Parvicellular reticular nucleus,PARN,852,247,370,"Medulla, motor related",MY-mot,143835
989,Parasolitary nucleus,PAS,859,248,370,"Medulla, motor related",MY-mot,1790
990,Paragigantocellular reticular nucleus,PGRN,938,258,370,"Medulla, motor related",MY-mot,0
991,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,970,828,938,Paragigantocellular reticular nucleus,PGRN,15277
992,"Paragigantocellular reticular nucleus, lateral part",PGRNl,978,829,938,Paragigantocellular reticular nucleus,PGRN,45444
993,Perihypoglossal nuclei,PHY,154,443,370,"Medulla, motor related",MY-mot,0
994,Nucleus intercalatus,NIS,161,444,154,Perihypoglossal nuclei,PHY,0
995,Nucleus of Roller,NR,177,446,154,Perihypoglossal nuclei,PHY,1943
996,Nucleus prepositus,PRP,169,445,154,Perihypoglossal nuclei,PHY,15398
997,Paramedian reticular nucleus,PMR,995,265,370,"Medulla, motor related",MY-mot,0
998,Parapyramidal nucleus,PPY,1069,274,370,"Medulla, motor related",MY-mot,6058
999,"Parapyramidal nucleus, deep part",PPYd,185,447,1069,Parapyramidal nucleus,PPY,0
1000,"Parapyramidal nucleus, superficial part",PPYs,193,448,1069,Parapyramidal nucleus,PPY,0
1001,Vestibular nuclei,VNC,701,370,370,"Medulla, motor related",MY-mot,0
1002,Lateral vestibular nucleus,LAV,209,450,701,Vestibular nuclei,VNC,18403
1003,Medial vestibular nucleus,MV,202,449,701,Vestibular nuclei,VNC,116330
1004,Spinal vestibular nucleus,SPIV,225,452,701,Vestibular nuclei,VNC,47927
1005,Superior vestibular nucleus,SUV,217,451,701,Vestibular nuclei,VNC,22659
1006,Nucleus x,x,765,378,370,"Medulla, motor related",MY-mot,3646
1007,Hypoglossal nucleus,XII,773,379,370,"Medulla, motor related",MY-mot,18007
1008,Nucleus y,y,781,380,370,"Medulla, motor related",MY-mot,1501
1009,Interstitial nucleus of the vestibular nerve,INV,76,150,370,"Medulla, motor related",MY-mot,0
1010,"Medulla, behavioral state related",MY-sat,379,188,354,Medulla,MY,0
1011,Nucleus raphe magnus,RM,206,308,379,"Medulla, behavioral state related",MY-sat,7657
1012,Nucleus raphe pallidus,RPA,230,311,379,"Medulla, behavioral state related",MY-sat,4336
1013,Nucleus raphe obscurus,RO,222,310,379,"Medulla, behavioral state related",MY-sat,2455
1014,Cerebellum,CB,512,63,8,Basic cell groups and regions,grey,52787
1015,Cerebellar cortex,CBX,528,65,512,Cerebellum,CB,0
1016,"Cerebellar cortex, molecular layer",CBXmo,1144,1142,528,Cerebellar cortex,CBX,0
1017,"Cerebellar cortex, Purkinje layer",CBXpu,1145,1143,528,Cerebellar cortex,CBX,0
1018,"Cerebellar cortex, granular layer",CBXgr,1143,1141,528,Cerebellar cortex,CBX,0
1019,Vermal regions,VERM,645,363,528,Cerebellar cortex,CBX,0
1020,Lingula (I),LING,912,396,645,Vermal regions,VERM,7751
1021,"Lingula (I), molecular layer",LINGmo,10707,,912,,,0
1022,"Lingula (I), Purkinje layer",LINGpu,10706,,912,,,0
1023,"Lingula (I), granular layer",LINGgr,10705,,912,,,0
1024,Central lobule,CENT,920,397,645,Vermal regions,VERM,0
1025,Lobule II,CENT2,976,404,920,Central lobule,CENT,85398
1026,"Lobule II, molecular layer",CENT2mo,10710,,976,,,0
1027,"Lobule II, Purkinje layer",CENT2pu,10709,,976,,,0
1028,"Lobule II, granular layer",CENT2gr,10708,,976,,,0
1029,Lobule III,CENT3,984,405,920,Central lobule,CENT,175414
1030,"Lobule III, molecular layer",CENT3mo,10713,,984,,,0
1031,"Lobule III, Purkinje layer",CENT3pu,10712,,984,,,0
1032,"Lobule III, granular layer",CENT3gr,10711,,984,,,0
1033,Culmen,CUL,928,398,645,Vermal regions,VERM,0
1034,Lobule IV,CUL4,992,406,928,Culmen,CUL,0
1035,"Lobule IV, molecular layer",CUL4mo,10716,,992,,,0
1036,"Lobule IV, Purkinje layer",CUL4pu,10715,,992,,,0
1037,"Lobule IV, granular layer",CUL4gr,10714,,992,,,0
1038,Lobule V,CUL5,1001,407,928,Culmen,CUL,0
1039,"Lobule V, molecular layer",CUL5mo,10719,,1001,,,0
1040,"Lobule V, Purkinje layer",CUL5pu,10718,,1001,,,0
1041,"Lobule V, granular layer",CUL5gr,10717,,1001,,,0
1042,Lobules IV-V,"CUL4, 5",1091,843,928,Culmen,CUL,430441
1043,"Lobules IV-V, molecular layer","CUL4, 5mo",10722,,1091,,,0
1044,"Lobules IV-V, Purkinje layer","CUL4, 5pu",10721,,1091,,,0
1045,"Lobules IV-V, granular layer","CUL4, 5gr",10720,,1091,,,0
1046,Declive (VI),DEC,936,399,645,Vermal regions,VERM,213303
1047,"Declive (VI), molecular layer",DECmo,10725,,936,,,0
1048,"Declive (VI), Purkinje layer",DECpu,10724,,936,,,0
1049,"Declive (VI), granular layer",DECgr,10723,,936,,,0
1050,Folium-tuber vermis (VII),FOTU,944,400,645,Vermal regions,VERM,67534
1051,"Folium-tuber vermis (VII), molecular layer",FOTUmo,10728,,944,,,0
1052,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu,10727,,944,,,0
1053,"Folium-tuber vermis (VII), granular layer",FOTUgr,10726,,944,,,0
1054,Pyramus (VIII),PYR,951,401,645,Vermal regions,VERM,79865
1055,"Pyramus (VIII), molecular layer",PYRmo,10731,,951,,,0
1056,"Pyramus (VIII), Purkinje layer",PYRpu,10730,,951,,,0
1057,"Pyramus (VIII), granular layer",PYRgr,10729,,951,,,0
1058,Uvula (IX),UVU,957,402,645,Vermal regions,VERM,140247
1059,"Uvula (IX), molecular layer",UVUmo,10734,,957,,,0
1060,"Uvula (IX), Purkinje layer",UVUpu,10733,,957,,,0
1061,"Uvula (IX), granular layer",UVUgr,10732,,957,,,0
1062,Nodulus (X),NOD,968,403,645,Vermal regions,VERM,97149
1063,"Nodulus (X), molecular layer",NODmo,10737,,968,,,0
1064,"Nodulus (X), Purkinje layer",NODpu,10736,,968,,,0
1065,"Nodulus (X), granular layer",NODgr,10735,,968,,,0
1066,Hemispheric regions,HEM,1073,133,528,Cerebellar cortex,CBX,0
1067,Simple lobule,SIM,1007,408,1073,Hemispheric regions,HEM,364470
1068,"Simple lobule, molecular layer",SIMmo,10674,,1007,,,0
1069,"Simple lobule, Purkinje layer",SIMpu,10673,,1007,,,0
1070,"Simple lobule, granular layer",SIMgr,10672,,1007,,,0
1071,Ansiform lobule,AN,1017,409,1073,Hemispheric regions,HEM,0
1072,Crus 1,ANcr1,1056,414,1017,Ansiform lobule,AN,364503
1073,"Crus 1, molecular layer",ANcr1mo,10677,,1056,,,0
1074,"Crus 1, Purkinje layer",ANcr1pu,10676,,1056,,,0
1075,"Crus 1, granular layer",ANcr1gr,10675,,1056,,,0
1076,Crus 2,ANcr2,1064,415,1017,Ansiform lobule,AN,327206
1077,"Crus 2, molecular layer",ANcr2mo,10680,,1064,,,0
1078,"Crus 2, Purkinje layer",ANcr2pu,10679,,1064,,,0
1079,"Crus 2, granular layer",ANcr2gr,10678,,1064,,,0
1080,Paramedian lobule,PRM,1025,410,1073,Hemispheric regions,HEM,312452
1081,"Paramedian lobule, molecular layer",PRMmo,10683,,1025,,,0
1082,"Paramedian lobule, Purkinje layer",PRMpu,10682,,1025,,,0
1083,"Paramedian lobule, granular layer",PRMgr,10681,,1025,,,0
1084,Copula pyramidis,COPY,1033,411,1073,Hemispheric regions,HEM,160428
1085,"Copula pyramidis, molecular layer",COPYmo,10686,,1033,,,0
1086,"Copula pyramidis, Purkinje layer",COPYpu,10685,,1033,,,0
1087,"Copula pyramidis, granular layer",COPYgr,10684,,1033,,,0
1088,Paraflocculus,PFL,1041,412,1073,Hemispheric regions,HEM,366493
1089,"Paraflocculus, molecular layer",PFLmo,10689,,1041,,,0
1090,"Paraflocculus, Purkinje layer",PFLpu,10688,,1041,,,0
1091,"Paraflocculus, granular layer",PFLgr,10687,,1041,,,0
1092,Flocculus,FL,1049,413,1073,Hemispheric regions,HEM,85475
1093,"Flocculus, molecular layer",FLmo,10692,,1049,,,0
1094,"Flocculus, Purkinje layer",FLpu,10691,,1049,,,0
1095,"Flocculus, granular layer",FLgr,10690,,1049,,,0
1096,Cerebellar nuclei,CBN,519,64,512,Cerebellum,CB,0
1097,Fastigial nucleus,FN,989,123,519,Cerebellar nuclei,CBN,32062
1098,Interposed nucleus,IP,91,152,519,Cerebellar nuclei,CBN,55134
1099,Dentate nucleus,DN,846,105,519,Cerebellar nuclei,CBN,21510
1100,Vestibulocerebellar nucleus,VeCB,589508455,,519,,,0
1101,fiber tracts,fiber tracts,1009,691,997,root,root,99413
1102,cranial nerves,cm,967,686,1009,fiber tracts,fiber tracts,0
1103,terminal nerve,tn,885,676,967,cranial nerves,cm,0
1104,vomeronasal nerve,von,949,684,967,cranial nerves,cm,862
1105,olfactory nerve,In,840,670,967,cranial nerves,cm,0
1106,olfactory nerve layer of main olfactory bulb,onl,1016,692,840,olfactory nerve,In,265144
1107,"lateral olfactory tract, general",lotg,21,568,840,olfactory nerve,In,0
1108,"lateral olfactory tract, body",lot,665,507,21,"lateral olfactory tract, general",lotg,57927
1109,dorsal limb,lotd,538,491,21,"lateral olfactory tract, general",lotg,10048
1110,accessory olfactory tract,aolt,459,481,21,"lateral olfactory tract, general",lotg,0
1111,"anterior commissure, olfactory limb",aco,900,536,840,olfactory nerve,In,48644
1112,optic nerve,IIn,848,671,967,cranial nerves,cm,4540
1113,accessory optic tract,aot,876,533,848,optic nerve,IIn,0
1114,brachium of the superior colliculus,bsc,916,538,848,optic nerve,IIn,12763
1115,superior colliculus commissure,csc,336,607,848,optic nerve,IIn,1753
1116,optic chiasm,och,117,580,848,optic nerve,IIn,19633
1117,optic tract,opt,125,581,848,optic nerve,IIn,44749
1118,tectothalamic pathway,ttp,357,610,848,optic nerve,IIn,0
1119,oculomotor nerve,IIIn,832,669,967,cranial nerves,cm,521
1120,medial longitudinal fascicle,mlf,62,573,832,oculomotor nerve,IIIn,9452
1121,posterior commissure,pc,158,585,832,oculomotor nerve,IIIn,3358
1122,trochlear nerve,IVn,911,679,967,cranial nerves,cm,448
1123,trochlear nerve decussation,IVd,384,613,911,trochlear nerve,IVn,0
1124,abducens nerve,VIn,710,654,967,cranial nerves,cm,0
1125,trigeminal nerve,Vn,901,678,967,cranial nerves,cm,0
1126,motor root of the trigeminal nerve,moV,93,577,901,trigeminal nerve,Vn,3816
1127,sensory root of the trigeminal nerve,sV,229,594,901,trigeminal nerve,Vn,44518
1128,midbrain tract of the trigeminal nerve,mtV,705,512,229,sensory root of the trigeminal nerve,sV,0
1129,spinal tract of the trigeminal nerve,sptV,794,523,229,sensory root of the trigeminal nerve,sV,104258
1130,facial nerve,VIIn,798,665,967,cranial nerves,cm,5058
1131,intermediate nerve,iVIIn,1131,565,798,facial nerve,VIIn,0
1132,genu of the facial nerve,gVIIn,1116,563,798,facial nerve,VIIn,1845
1133,vestibulocochlear nerve,VIIIn,933,682,967,cranial nerves,cm,0
1134,efferent cochleovestibular bundle,cvb,1076,558,933,vestibulocochlear nerve,VIIIn,0
1135,vestibular nerve,vVIIIn,413,617,933,vestibulocochlear nerve,VIIIn,16023
1136,cochlear nerve,cVIIIn,948,542,933,vestibulocochlear nerve,VIIIn,0
1137,trapezoid body,tb,841,529,948,cochlear nerve,cVIIIn,19238
1138,intermediate acoustic stria,ias,641,504,948,cochlear nerve,cVIIIn,0
1139,dorsal acoustic stria,das,506,487,948,cochlear nerve,cVIIIn,773
1140,lateral lemniscus,ll,658,506,948,cochlear nerve,cVIIIn,53354
1141,inferior colliculus commissure,cic,633,503,948,cochlear nerve,cVIIIn,1152
1142,brachium of the inferior colliculus,bic,482,484,948,cochlear nerve,cVIIIn,15797
1143,glossopharyngeal nerve,IXn,808,666,967,cranial nerves,cm,0
1144,vagus nerve,Xn,917,680,967,cranial nerves,cm,0
1145,solitary tract,ts,237,595,917,vagus nerve,Xn,599
1146,accessory spinal nerve,XIn,717,655,967,cranial nerves,cm,0
1147,hypoglossal nerve,XIIn,813,667,967,cranial nerves,cm,0
1148,ventral roots,vrt,925,681,967,cranial nerves,cm,0
1149,dorsal roots,drt,792,664,967,cranial nerves,cm,0
1150,cervicothalamic tract,cett,932,540,792,dorsal roots,drt,0
1151,dorsolateral fascicle,dl,570,495,932,cervicothalamic tract,cett,0
1152,dorsal commissure of the spinal cord,dcm,522,489,932,cervicothalamic tract,cett,0
1153,ventral commissure of the spinal cord,vc,858,531,932,cervicothalamic tract,cett,0
1154,fasciculus proprius,fpr,586,497,932,cervicothalamic tract,cett,0
1155,dorsal column,dc,514,488,932,cervicothalamic tract,cett,0
1156,cuneate fascicle,cuf,380,471,514,dorsal column,dc,1427
1157,gracile fascicle,grf,388,472,514,dorsal column,dc,0
1158,internal arcuate fibers,iaf,396,473,514,dorsal column,dc,0
1159,medial lemniscus,ml,697,511,932,cervicothalamic tract,cett,42533
1160,spinothalamic tract,sst,871,674,967,cranial nerves,cm,0
1161,lateral spinothalamic tract,sttl,29,569,871,spinothalamic tract,sst,0
1162,ventral spinothalamic tract,sttv,389,614,871,spinothalamic tract,sst,0
1163,spinocervical tract,scrt,245,596,871,spinothalamic tract,sst,0
1164,spino-olivary pathway,sop,261,598,871,spinothalamic tract,sst,0
1165,spinoreticular pathway,srp,270,599,871,spinothalamic tract,sst,0
1166,spinovestibular pathway,svp,293,602,871,spinothalamic tract,sst,0
1167,spinotectal pathway,stp,277,600,871,spinothalamic tract,sst,0
1168,spinohypothalamic pathway,shp,253,597,871,spinothalamic tract,sst,0
1169,spinotelenchephalic pathway,step,285,601,871,spinothalamic tract,sst,0
1170,hypothalamohypophysial tract,hht,627,502,285,spinotelenchephalic pathway,step,0
1171,cerebellum related fiber tracts,cbf,960,685,1009,fiber tracts,fiber tracts,0
1172,cerebellar commissure,cbc,744,658,960,cerebellum related fiber tracts,cbf,4378
1173,cerebellar peduncles,cbp,752,659,960,cerebellum related fiber tracts,cbf,0
1174,superior cerebelar peduncles,scp,326,606,752,cerebellar peduncles,cbp,28133
1175,superior cerebellar peduncle decussation,dscp,812,525,326,superior cerebelar peduncles,scp,3004
1176,spinocerebellar tract,sct,85,859,812,superior cerebellar peduncle decussation,dscp,0
1177,uncinate fascicle,uf,850,530,326,superior cerebelar peduncles,scp,5431
1178,ventral spinocerebellar tract,sctv,866,532,326,superior cerebelar peduncles,scp,18263
1179,middle cerebellar peduncle,mcp,78,575,752,cerebellar peduncles,cbp,69910
1180,inferior cerebellar peduncle,icp,1123,564,752,cerebellar peduncles,cbp,46244
1181,dorsal spinocerebellar tract,sctd,553,493,1123,inferior cerebellar peduncle,icp,9396
1182,cuneocerebellar tract,cct,499,486,1123,inferior cerebellar peduncle,icp,0
1183,juxtarestiform body,jrb,650,505,1123,inferior cerebellar peduncle,icp,0
1184,bulbocerebellar tract,bct,490,485,1123,inferior cerebellar peduncle,icp,0
1185,olivocerebellar tract,oct,404,474,490,bulbocerebellar tract,bct,0
1186,reticulocerebellar tract,rct,410,475,490,bulbocerebellar tract,bct,0
1187,trigeminocerebellar tract,tct,373,612,752,cerebellar peduncles,cbp,0
1188,arbor vitae,arb,728,656,960,cerebellum related fiber tracts,cbf,442961
1189,supra-callosal cerebral white matter,scwm,484682512,,1009,,,0
1190,lateral forebrain bundle system,lfbs,983,688,1009,fiber tracts,fiber tracts,0
1191,corpus callosum,cc,776,662,983,lateral forebrain bundle system,lfbs,0
1192,"corpus callosum, anterior forceps",fa,956,543,776,corpus callosum,cc,54717
1193,external capsule,ec,579,496,956,"corpus callosum, anterior forceps",fa,56036
1194,"corpus callosum, extreme capsule",ee,964,544,776,corpus callosum,cc,5982
1195,genu of corpus callosum,ccg,1108,562,776,corpus callosum,cc,53119
1196,"corpus callosum, posterior forceps",fp,971,545,776,corpus callosum,cc,87205
1197,"corpus callosum, rostrum",ccr,979,546,776,corpus callosum,cc,0
1198,"corpus callosum, body",ccb,484682516,,776,,,0
1199,"corpus callosum, splenium",ccs,986,547,776,corpus callosum,cc,47793
1200,corticospinal tract,cst,784,663,983,lateral forebrain bundle system,lfbs,5378
1201,internal capsule,int,6,566,784,corticospinal tract,cst,134366
1202,cerebal peduncle,cpd,924,539,784,corticospinal tract,cst,56468
1203,corticotectal tract,cte,1036,553,784,corticospinal tract,cst,0
1204,corticorubral tract,crt,1012,550,784,corticospinal tract,cst,0
1205,corticopontine tract,cpt,1003,549,784,corticospinal tract,cst,0
1206,corticobulbar tract,cbt,994,548,784,corticospinal tract,cst,0
1207,pyramid,py,190,589,784,corticospinal tract,cst,35873
1208,pyramidal decussation,pyd,198,590,784,corticospinal tract,cst,4412
1209,"corticospinal tract, crossed",cstc,1019,551,784,corticospinal tract,cst,0
1210,"corticospinal tract, uncrossed",cstu,1028,552,784,corticospinal tract,cst,0
1211,thalamus related,lfbst,896,677,983,lateral forebrain bundle system,lfbs,0
1212,external medullary lamina of the thalamus,em,1092,560,896,thalamus related,lfbst,7079
1213,internal medullary lamina of the thalamus,im,14,567,896,thalamus related,lfbst,0
1214,middle thalamic commissure,mtc,86,576,896,thalamus related,lfbst,0
1215,thalamic peduncles,tp,365,611,896,thalamus related,lfbst,0
1216,optic radiation,or,484682520,,896,,,0
1217,auditory radiation,ar,484682524,,896,,,0
1218,extrapyramidal fiber systems,eps,1000,690,1009,fiber tracts,fiber tracts,0
1219,cerebral nuclei related,epsc,760,660,1000,extrapyramidal fiber systems,eps,0
1220,pallidothalamic pathway,pap,142,583,760,cerebral nuclei related,epsc,0
1221,nigrostriatal tract,nst,102,578,760,cerebral nuclei related,epsc,7192
1222,nigrothalamic fibers,ntt,109,579,760,cerebral nuclei related,epsc,0
1223,pallidotegmental fascicle,ptf,134,582,760,cerebral nuclei related,epsc,0
1224,striatonigral pathway,snp,309,604,760,cerebral nuclei related,epsc,0
1225,subthalamic fascicle,stf,317,605,760,cerebral nuclei related,epsc,0
1226,tectospinal pathway,tsp,877,675,1000,extrapyramidal fiber systems,eps,0
1227,direct tectospinal pathway,tspd,1051,555,877,tectospinal pathway,tsp,1
1228,doral tegmental decussation,dtd,1060,556,877,tectospinal pathway,tsp,445
1229,crossed tectospinal pathway,tspc,1043,554,877,tectospinal pathway,tsp,32193
1230,rubrospinal tract,rust,863,673,1000,extrapyramidal fiber systems,eps,36422
