Unknown,name,acronym,id,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure,cell_count
40,"Primary somatosensory area, layer 4",SSp4,865,1098,322,Primary somatosensory area,SSp,0,0
1179,ventral spinocerebellar tract,sctv,866,532,326,superior cerebelar peduncles,scp,24122,0
890,Parabrachial nucleus,PB,867,249,1132,"Pons, sensory related",P-sen,92225,0
894,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,868,815,881,"Parabrachial nucleus, lateral division",PBl,0,0
195,"Posterolateral visual area, layer 4",VISpl4,869,957,425,Posterolateral visual area,VISpl,3723,0
542,"Subiculum, ventral part, pyramidal layer",SUBv-sp,870,391,518,"Subiculum, ventral part",SUBv,0,0
1161,spinothalamic tract,sst,871,674,967,cranial nerves,cm,0,0
881,Dorsal nucleus raphe,DR,872,108,165,Midbrain raphe nuclei,RAmb,17699,0
101,"Supplemental somatosensory area, layer 1",SSs1,873,1099,378,Supplemental somatosensory area,SSs,109342,0
818,Parabigeminal nucleus,PBG,874,250,339,"Midbrain, sensory related",MBsen,4892,0
895,"Parabrachial nucleus, lateral division, external lateral part",PBle,875,816,881,"Parabrachial nucleus, lateral division",PBl,0,0
1114,accessory optic tract,aot,876,533,848,optic nerve,IIn,0,0
1227,tectospinal pathway,tsp,877,675,1000,extrapyramidal fiber systems,eps,0,0
73,"Primary somatosensory area, mouth, layer 1",SSp-m1,878,958,345,"Primary somatosensory area, mouth",SSp-m,100905,0
325,"Retrosplenial area, dorsal part",RSPd,879,392,254,Retrosplenial area,RSP,0,0
908,Dorsal tegmental nucleus,DTN,880,109,987,"Pons, motor related",P-mot,11713,0
892,"Parabrachial nucleus, lateral division",PBl,881,251,867,Parabrachial nucleus,PB,0,0
23,"Primary motor area, Layer 6b",MOp6b,882,1100,985,Primary motor area,MOp,15863,0
896,"Parabrachial nucleus, lateral division, superior lateral part",PBls,883,817,881,"Parabrachial nucleus, lateral division",PBl,0,0
1241,amygdalar capsule,amc,884,534,768,cerebrum related,mfbc,17554,0
1104,terminal nerve,tn,885,676,967,cranial nerves,cm,0,0
332,"Retrosplenial area, ventral part",RSPv,886,393,254,Retrosplenial area,RSP,0,0
974,Efferent cochlear group,ECO,887,110,370,"Medulla, motor related",MY-mot,0,0
369,"Perirhinal area, layer 2/3",PERI2/3,888,959,922,Perirhinal area,PERI,31176,0
49,"Primary somatosensory area, nose, layer 6a",SSp-n6a,889,1101,353,"Primary somatosensory area, nose",SSp-n,74386,0
898,"Parabrachial nucleus, medial division",PBm,890,252,867,Parabrachial nucleus,PB,0,0
897,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,891,818,881,"Parabrachial nucleus, lateral division",PBl,0,0
1242,ansa peduncularis,apd,892,535,768,cerebrum related,mfbc,0,0
106,"Supplemental somatosensory area, layer 6b",SSs6b,893,960,378,Supplemental somatosensory area,SSs,20467,0
298,"Retrosplenial area, lateral agranular part",RSPagl,894,394,254,Retrosplenial area,RSP,0,0
373,Ectorhinal area,ECT,895,111,315,Isocortex,Isocortex,0,0
1212,thalamus related,lfbst,896,677,983,lateral forebrain bundle system,lfbs,0,0
115,"Visceral area, layer 1",VISC1,897,1102,677,Visceral area,VISC,28273,0
911,Pontine central gray,PCG,898,253,987,"Pons, motor related",P-mot,63155,0
899,"Parabrachial nucleus, medial division, external medial part",PBme,899,819,890,"Parabrachial nucleus, medial division",PBm,0,0
1112,"anterior commissure, olfactory limb",aco,900,536,840,olfactory nerve,In,72172,0
1126,trigeminal nerve,Vn,901,678,967,cranial nerves,cm,0,0
196,"Posterolateral visual area, layer 5",VISpl5,902,961,425,Posterolateral visual area,VISpl,26646,0
946,External cuneate nucleus,ECU,903,112,386,"Medulla, sensory related",MY-sen,22024,0
616,Medial septal complex,MSC,904,395,826,"Pallidum, medial region",PALm,0,0
166,"Anterolateral visual area, layer 2/3",VISal2/3,905,1103,402,Anterolateral visual area,VISal,18896,0
302,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,906,820,894,"Retrosplenial area, lateral agranular part",RSPagl,37332,0
699,Paracentral nucleus,PCN,907,254,51,Intralaminar nuclei of the dorsal thalamus,ILM,20781,0
1243,"anterior commissure, temporal limb",act,908,537,768,cerebrum related,mfbc,22936,0
493,Entorhinal area,ENT,909,113,822,Retrohippocampal region,RHP,0,0
269,"Orbital area, medial part, layer 6a",ORBm6a,910,962,731,"Orbital area, medial part",ORBm,14225,0
1123,trochlear nerve,IVn,911,679,967,cranial nerves,cm,818,0
1020,Lingula (I),LING,912,396,645,Vermal regions,VERM,13581,0
160,"Visual areas, layer 4",VIS4,913,1104,669,Visual areas,VIS,0,0
746,Posterodorsal preoptic nucleus,PD,914,255,141,Periventricular region,PVR,1394,0
900,"Parabrachial nucleus, medial division, medial medial part",PBmm,915,821,890,"Parabrachial nucleus, medial division",PBm,0,0
1115,brachium of the superior colliculus,bsc,916,538,848,optic nerve,IIn,18828,0
1145,vagus nerve,Xn,917,680,967,cranial nerves,cm,0,0
494,"Entorhinal area, lateral part",ENTl,918,114,909,Entorhinal area,ENT,16778,0
230,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,919,963,39,"Anterior cingulate area, dorsal part",ACAd,60057,0
1024,Central lobule,CENT,920,397,645,Vermal regions,VERM,0,0
41,"Primary somatosensory area, layer 5",SSp5,921,1105,322,Primary somatosensory area,SSp,0,0
367,Perirhinal area,PERI,922,256,315,Isocortex,Isocortex,0,0
901,"Parabrachial nucleus, medial division, ventral medial part",PBmv,923,822,890,"Parabrachial nucleus, medial division",PBm,0,0
1203,cerebal peduncle,cpd,924,539,784,corticospinal tract,cst,82745,0
1149,ventral roots,vrt,925,681,967,cranial nerves,cm,0,0
507,"Entorhinal area, medial part, dorsal zone",ENTm,926,115,909,Entorhinal area,ENT,29518,0
231,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,927,964,39,"Anterior cingulate area, dorsal part",ACAd,2050,0
1033,Culmen,CUL,928,398,645,Vermal regions,VERM,0,0
50,"Primary somatosensory area, nose, layer 6b",SSp-n6b,929,1106,353,"Primary somatosensory area, nose",SSp-n,4620,0
701,Parafascicular nucleus,PF,930,257,51,Intralaminar nuclei of the dorsal thalamus,ILM,43042,0
912,Pontine gray,PG,931,823,987,"Pons, motor related",P-mot,86425,0
1151,cervicothalamic tract,cett,932,540,792,dorsal roots,drt,0,0
1134,vestibulocochlear nerve,VIIIn,933,682,967,cranial nerves,cm,0,0
517,"Entorhinal area, medial part, ventral zone",ENTmv,934,116,909,Entorhinal area,ENT,906,0
227,"Anterior cingulate area, dorsal part, layer 1",ACAd1,935,965,39,"Anterior cingulate area, dorsal part",ACAd,67077,0
1046,"Declive (VI), subdivision A",DEC6a,936,399a,1138,Declive (VI),DEC,234090,0
161,"Visual areas, layer 5",VIS5,937,1107,669,Visual areas,VIS,0,0
990,Paragigantocellular reticular nucleus,PGRN,938,258,370,"Medulla, motor related",MY-mot,0,0
971,"Nucleus ambiguus, dorsal division",AMBd,939,824,135,Nucleus ambiguus,AMB,2024,0
1244,cingulum bundle,cing,940,541,768,cerebrum related,mfbc,106317,0
1238,vestibulospinal pathway,vsp,941,683,1000,extrapyramidal fiber systems,eps,0,0
558,Endopiriform nucleus,EP,942,117,703,Cortical subplate,CTXsp,0,0
20,"Primary motor area, Layer 2/3",MOp2/3,943,966,985,Primary motor area,MOp,397800,0
1051,Folium-tuber vermis (VII),FOTU,944,400,645,Vermal regions,VERM,110362,0
84,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,945,1108,369,"Primary somatosensory area, upper limb",SSp-ul,95005,0
792,Posterior hypothalamic nucleus,PH,946,259,467,Hypothalamic medial zone,MEZ,66775,0
17,"Somatomotor areas, Layer 6b",MO6b,947,825,500,Somatomotor areas,MO,0,0
1137,cochlear nerve,cVIIIn,948,542,933,vestibulocochlear nerve,VIIIn,0,0
1105,vomeronasal nerve,von,949,684,967,cranial nerves,cm,1525,0
75,"Primary somatosensory area, mouth, layer 4",SSp-m4,950,967,345,"Primary somatosensory area, mouth",SSp-m,99230,0
1055,Pyramus (VIII),PYR,951,401,645,Vermal regions,VERM,135220,0
559,"Endopiriform nucleus, dorsal part",EPd,952,118,942,Endopiriform nucleus,EP,192570,0
714,Pineal body,PIN,953,260,958,Epithalamus,EPI,0,0
141,"Primary auditory area, layer 6a",AUDp6a,954,1109,1002,Primary auditory area,AUDp,32078,0
982,"Lateral reticular nucleus, magnocellular part",LRNm,955,826,235,Lateral reticular nucleus,LRN,45896,0
1193,"corpus callosum, anterior forceps",fa,956,543,776,corpus callosum,cc,64189,0
1059,Uvula (IX),UVU,957,402,645,Vermal regions,VERM,275015,0
711,Epithalamus,EPI,958,119,856,"Thalamus, polymodal association cortex related",DORpm,0,0
151,"Ventral auditory area, layer 1",AUDv1,959,968,1018,Ventral auditory area,AUDv,25498,0
1172,cerebellum related fiber tracts,cbf,960,685,1009,fiber tracts,fiber tracts,0,0
416,Piriform area,PIR,961,261,698,Olfactory areas,OLF,1263591,0
26,"Secondary motor area, layer 2/3",MOs2/3,962,1110,993,Secondary motor area,MOs,441732,0
983,"Lateral reticular nucleus, parvicellular part",LRNp,963,827,235,Lateral reticular nucleus,LRN,5363,0
1195,"corpus callosum, extreme capsule",ee,964,544,776,corpus callosum,cc,9024,0
300,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,965,969,894,"Retrosplenial area, lateral agranular part",RSPagl,60810,0
560,"Endopiriform nucleus, ventral part",EPv,966,120,942,Endopiriform nucleus,EP,100909,0
1103,cranial nerves,cm,967,686,1009,fiber tracts,fiber tracts,0,0
1063,Nodulus (X),NOD,968,403,645,Vermal regions,VERM,146640,0
273,"Orbital area, ventrolateral part, layer 1",ORBvl1,969,1111,746,"Orbital area, ventrolateral part",ORBvl,32696,0
991,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,970,828,938,Paragigantocellular reticular nucleus,PGRN,23455,0
1197,"corpus callosum, posterior forceps",fp,971,545,776,corpus callosum,cc,124745,0
238,Prelimbic area,PL,972,262,315,Isocortex,Isocortex,0,0
180,"Lateral visual area, layer 2/3",VISl2/3,973,687,409,Lateral visual area,VISl,27283,0
76,"Primary somatosensory area, mouth, layer 5",SSp-m5,974,970,345,"Primary somatosensory area, mouth",SSp-m,119182,0
856,Edinger-Westphal nucleus,EW,975,121,323,"Midbrain, motor related",MBmot,2378,0
1025,Lobule II,CENT2,976,404,920,Central lobule,CENT,136903,0
377,Ectorhinal area/Layer 6a,ECT6a,977,1112,895,Ectorhinal area,ECT,40326,0
992,"Paragigantocellular reticular nucleus, lateral part",PGRNl,978,829,938,Paragigantocellular reticular nucleus,PGRN,64223,0
1198,"corpus callosum, rostrum",ccr,979,546,776,corpus callosum,cc,0,0
780,Dorsal premammillary nucleus,PMd,980,263,467,Hypothalamic medial zone,MEZ,12359,0
52,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,981,971,329,"Primary somatosensory area, barrel field",SSp-bfd,93979,0
490,Fasciola cinerea,FC,982,122,1080,Hippocampal region,HIP,6517,0
1191,lateral forebrain bundle system,lfbs,983,688,1009,fiber tracts,fiber tracts,0,0
1029,Lobule III,CENT3,984,405,920,Central lobule,CENT,236199,0
18,Primary motor area,MOp,985,830,500,Somatomotor areas,MO,0,0
1200,"corpus callosum, splenium",ccs,986,547,776,corpus callosum,cc,67413,0
906,"Pons, motor related",P-mot,987,264,771,Pons,P,0,0
376,Ectorhinal area/Layer 5,ECT5,988,1113,895,Ectorhinal area,ECT,50756,0
1098,Fastigial nucleus,FN,989,123,519,Cerebellar nuclei,CBN,40564,0
153,"Ventral auditory area, layer 4",AUDv4,990,972,1018,Ventral auditory area,AUDv,18562,0
1239,medial forebrain bundle system,mfbs,991,689,1009,fiber tracts,fiber tracts,0,0
1034,Lobule IV,CUL4,992,406,928,Culmen,CUL,0,0
24,Secondary motor area,MOs,993,831,500,Somatomotor areas,MO,0,0
1207,corticobulbar tract,cbt,994,548,784,corticospinal tract,cst,0,0
997,Paramedian reticular nucleus,PMR,995,265,370,"Medulla, motor related",MY-mot,0,0
280,"Agranular insular area, dorsal part, layer 1",AId1,996,1114,104,"Agranular insular area, dorsal part",AId,48460,0
0,root,root,997,-1,,,,87,0
576,Fundus of striatum,FS,998,124,493,Striatum ventral region,STRv,45064,0
497,"Entorhinal area, lateral part, layer 2/3",ENTl2/3,999,973,918,"Entorhinal area, lateral part",ENTl,0,0
1219,extrapyramidal fiber systems,eps,1000,690,1009,fiber tracts,fiber tracts,0,0
1038,Lobule V,CUL5,1001,407,928,Culmen,CUL,0,0
136,Primary auditory area,AUDp,1002,832,247,Auditory areas,AUD,0,0
1206,corticopontine tract,cpt,1003,549,784,corticospinal tract,cst,0,0
781,Ventral premammillary nucleus,PMv,1004,266,467,Hypothalamic medial zone,MEZ,17613,0
142,"Primary auditory area, layer 6b",AUDp6b,1005,1115,1002,Primary auditory area,AUDp,5550,0
87,"Primary somatosensory area, trunk, layer 1",SSp-tr1,1006,974,361,"Primary somatosensory area, trunk",SSp-tr,28485,0
1068,Simplex lobule,SIM,1007,408,1073,Hemispheric regions,HEM,517570,0
657,"Geniculate group, dorsal thalamus",GENd,1008,125,864,"Thalamus, sensory-motor cortex related",DORsm,0,0
1102,fiber tracts,fiber tracts,1009,691,997,root,root,189028,0
117,"Visceral area, layer 4",VISC4,1010,1116,677,Visceral area,VISC,13976,0
122,Dorsal auditory area,AUDd,1011,833,247,Auditory areas,AUD,0,0
1205,corticorubral tract,crt,1012,550,784,corticospinal tract,cst,0,0
704,"Geniculate group, ventral thalamus",GENv,1014,126,856,"Thalamus, polymodal association cortex related",DORpm,0,0
229,"Anterior cingulate area, dorsal part, layer 5",ACAd5,1015,975,39,"Anterior cingulate area, dorsal part",ACAd,116376,0
1107,olfactory nerve layer of main olfactory bulb,onl,1016,692,840,olfactory nerve,In,342017,0
1072,Ansiform lobule,AN,1017,409,1073,Hemispheric regions,HEM,0,0
150,Ventral auditory area,AUDv,1018,834,247,Auditory areas,AUD,0,0
1210,"corticospinal tract, crossed",cstc,1019,551,784,corticospinal tract,cst,0,0
669,Posterior complex of the thalamus,PO,1020,268,138,Lateral group of the dorsal thalamus,LAT,114761,0
28,"Secondary motor area, layer 6a",MOs6a,1021,1117,993,Secondary motor area,MOs,193678,0
610,"Globus pallidus, external segment",GPe,1022,127,818,"Pallidum, dorsal region",PALd,145963,0
154,"Ventral auditory area, layer 5",AUDv5,1023,976,1018,Ventral auditory area,AUDv,58585,0
1305,grooves,grv,1024,693,997,root,root,0,0
1081,Paramedian lobule,PRM,1025,410,1073,Hemispheric regions,HEM,441592,0
85,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,1026,1118,369,"Primary somatosensory area, upper limb",SSp-ul,7454,0
143,Posterior auditory area,AUDpo,1027,835,247,Auditory areas,AUD,0,0
1211,"corticospinal tract, uncrossed",cstu,1028,552,784,corticospinal tract,cst,0,0
670,Posterior limiting nucleus of the thalamus,POL,1029,269,138,Lateral group of the dorsal thalamus,LAT,19679,0
66,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,1030,977,337,"Primary somatosensory area, lower limb",SSp-ll,30056,0
611,"Globus pallidus, internal segment",GPi,1031,128,818,"Pallidum, dorsal region",PALd,37728,0
1306,grooves of the cerebral cortex,grv of CTX,1032,694,1024,grooves,grv,0,0
1085,Copula pyramidis,COPY,1033,411,1073,Hemispheric regions,HEM,238545,0
401,"Taenia tecta, dorsal part, layer 1",TTd1,1034,836,597,"Taenia tecta, dorsal part",TTd,0,0
103,"Supplemental somatosensory area, layer 4",SSs4,1035,1119,378,Supplemental somatosensory area,SSs,100501,0
1204,corticotectal tract,cte,1036,553,784,corticospinal tract,cst,0,0
527,Postsubiculum,POST,1037,270,822,Retrohippocampal region,RHP,104817,0
56,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,1038,978,329,"Primary somatosensory area, barrel field",SSp-bfd,138397,0
945,Gracile nucleus,GR,1039,129,720,Dorsal column nuclei,DCN,11559,0
1311,grooves of the cerebellar cortex,grv of CBX,1040,695,1024,grooves,grv,0,0
1089,Paraflocculus,PFL,1041,412,1073,Hemispheric regions,HEM,394804,0
402,"Taenia tecta, dorsal part, layer 2",TTd2,1042,837,597,"Taenia tecta, dorsal part",TTd,0,0
1230,crossed tectospinal pathway,tspc,1043,554,877,tectospinal pathway,tsp,45321,0
656,Peripeduncular nucleus,PP,1044,271,864,"Thalamus, sensory-motor cortex related",DORsm,5877,0
378,Ectorhinal area/Layer 6b,ECT6b,1045,1120,895,Ectorhinal area,ECT,5991,0
176,"Anteromedial visual area, layer 6a",VISam6a,1046,696,394,Anteromedial visual area,VISam,11790,0
54,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,1047,979,329,"Primary somatosensory area, barrel field",SSp-bfd,123774,0
975,Gigantocellular reticular nucleus,GRN,1048,130,370,"Medulla, motor related",MY-mot,229120,0
1093,Flocculus,FL,1049,413,1073,Hemispheric regions,HEM,116160,0
403,"Taenia tecta, dorsal part, layer 3",TTd3,1050,838,597,"Taenia tecta, dorsal part",TTd,0,0
1228,direct tectospinal pathway,tspd,1051,555,877,tectospinal pathway,tsp,1,0
867,Pedunculopontine nucleus,PPN,1052,272,348,"Midbrain, behavioral state related",MBsta,88506,0
222,"Anterior cingulate area, layer 2/3",ACA2/3,1053,1121,31,Anterior cingulate area,ACA,0,0
250,"Infralimbic area, layer 6a",ILA6a,1054,980,44,Infralimbic area,ILA,16161,0
1307,endorhinal groove,eg,1055,697,1032,grooves of the cerebral cortex,grv of CTX,0,0
1073,Crus 1,ANcr1,1056,414,1017,Ansiform lobule,AN,516817,0
107,Gustatory areas,GU,1057,131,315,Isocortex,Isocortex,0,0
118,"Visceral area, layer 5",VISC5,1058,1122,677,Visceral area,VISC,56203,0
404,"Taenia tecta, dorsal part, layer 4",TTd4,1059,839,597,"Taenia tecta, dorsal part",TTd,0,0
1229,doral tegmental decussation,dtd,1060,556,877,tectospinal pathway,tsp,648,0
849,Posterior pretectal nucleus,PPT,1061,273,1100,Pretectal region,PRT,14046,0
57,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,1062,981,329,"Primary somatosensory area, barrel field",SSp-bfd,15405,0
1308,hippocampal fissure,hf,1063,698,1032,grooves of the cerebral cortex,grv of CTX,0,0
1077,Crus 2,ANcr2,1064,415,1017,Ansiform lobule,AN,456528,0
882,Hindbrain,HB,1065,132,343,Brain stem,BS,0,0
173,"Anteromedial visual area, layer 2/3",VISam2/3,1066,1123,394,Anteromedial visual area,VISam,17790,0
407,"Taenia tecta, ventral part, layer 1",TTv1,1067,840,605,"Taenia tecta, ventral part",TTv,0,0
1283,dorsal thalamus related,mfbst,1068,557,824,hypothalamus related,mfsbshy,0,0
998,Parapyramidal nucleus,PPY,1069,274,370,"Medulla, motor related",MY-mot,9394,0
55,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,1070,982,329,"Primary somatosensory area, barrel field",SSp-bfd,122213,0
1309,rhinal fissure,rf,1071,699,1032,grooves of the cerebral cortex,grv of CTX,0,0
659,"Medial geniculate complex, dorsal part",MGd,1072,416,475,Medial geniculate complex,MG,17034,0
1067,Hemispheric regions,HEM,1073,133,528,Cerebellar cortex,CBX,0,0
165,"Anterolateral visual area, layer 1",VISal1,1074,1124,402,Anterolateral visual area,VISal,11676,0
408,"Taenia tecta, ventral part, layer 2",TTv2,1075,841,605,"Taenia tecta, ventral part",TTv,0,0
1135,efferent cochleovestibular bundle,cvb,1076,558,933,vestibulocochlear nerve,VIIIn,0,0
690,Perireunensis nucleus,PR,1077,275,444,Medial group of the dorsal thalamus,MED,16052,0
1310,rhinal incisure,ri,1078,700,1032,grooves of the cerebral cortex,grv of CTX,0,0
660,"Medial geniculate complex, ventral part",MGv,1079,417,475,Medial geniculate complex,MG,27176,0
455,Hippocampal region,HIP,1080,134,1089,Hippocampal formation,HPF,0,0
251,"Infralimbic area, layer 6b",ILA6b,1081,983,44,Infralimbic area,ILA,811,0
409,"Taenia tecta, ventral part, layer 3",TTv3,1082,842,605,"Taenia tecta, ventral part",TTv,0,0
1285,epithalamus related,mfbse,1083,559,824,hypothalamus related,mfsbshy,0,0
531,Presubiculum,PRE,1084,276,822,Retrohippocampal region,RHP,98910,0
29,"Secondary motor area, layer 6b",MOs6b,1085,1125,993,Secondary motor area,MOs,5709,0
89,"Primary somatosensory area, trunk, layer 4",SSp-tr4,1086,984,361,"Primary somatosensory area, trunk",SSp-tr,19598,0
1312,precentral fissure,pce,1087,701,1040,grooves of the cerebellar cortex,grv of CBX,0,0
661,"Medial geniculate complex, medial part",MGm,1088,418,475,Medial geniculate complex,MG,23554,0
454,Hippocampal formation,HPF,1089,135,695,Cortical plate,CTXpl,140635,0
104,"Supplemental somatosensory area, layer 5",SSs5,1090,1126,378,Supplemental somatosensory area,SSs,199703,0
1042,Lobules IV-V,"CUL4, 5",1091,843,928,Culmen,CUL,589519,0
1213,external medullary lamina of the thalamus,em,1092,560,896,thalamus related,lfbst,9748,0
913,"Pontine reticular nucleus, caudal part",PRNc,1093,277,987,"Pons, motor related",P-mot,231896,0
68,"Primary somatosensory area, lower limb, layer 4",SSp-ll4,1094,985,337,"Primary somatosensory area, lower limb",SSp-ll,24756,0
1313,preculminate fissure,pcf,1095,702,1040,grooves of the cerebellar cortex,grv of CBX,0,0
677,"Anteromedial nucleus, dorsal part",AMd,1096,419,127,Anteromedial nucleus,AM,25286,0
715,Hypothalamus,HY,1097,136,1129,Interbrain,IB,411293,0
986,"Medullary reticular nucleus, dorsal part",MDRNd,1098,844,395,Medullary reticular nucleus,MDRN,139851,0
1245,fornix system,fxs,1099,561,768,cerebrum related,mfbc,0,0
843,Pretectal region,PRT,1100,278,323,"Midbrain, motor related",MBmot,0,0
282,"Agranular insular area, dorsal part, layer 5",AId5,1101,1127,104,"Agranular insular area, dorsal part",AId,128859,0
77,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,1102,986,345,"Primary somatosensory area, mouth",SSp-m,142373,0
1314,primary fissure,pri,1103,703,1040,grooves of the cerebellar cortex,grv of CBX,0,0
678,"Anteromedial nucleus, ventral part",AMv,1104,420,127,Anteromedial nucleus,AM,18133,0
599,Intercalated amygdalar nucleus,IA,1105,137,278,Striatum-like amygdalar nuclei,sAMY,22732,0
116,"Visceral area, layer 2/3",VISC2/3,1106,1128,677,Visceral area,VISC,40980,0
987,"Medullary reticular nucleus, ventral part",MDRNv,1107,845,395,Medullary reticular nucleus,MDRN,91884,0
1196,genu of corpus callosum,ccg,1108,562,776,corpus callosum,cc,71526,0
747,Parastrial nucleus,PS,1109,279,141,Periventricular region,PVR,11716,0
771,"Supramammillary nucleus, lateral part",SUMl,1110,421,525,Supramammillary nucleus,SUM,0,0
90,"Primary somatosensory area, trunk, layer 5",SSp-tr5,1111,987,361,"Primary somatosensory area, trunk",SSp-tr,59098,0
1315,posterior superior fissure,psf,1112,704,1040,grooves of the cerebellar cortex,grv of CBX,0,0
681,Interanterodorsal nucleus of the thalamus,IAD,1113,138,239,Anterior group of the dorsal thalamus,ATN,11848,0
167,"Anterolateral visual area, layer 4",VISal4,1114,1129,402,Anterolateral visual area,VISal,10570,0
1133,genu of the facial nerve,gVIIn,1116,563,798,facial nerve,VIIn,2846,0
924,"Pons, behavioral state related",P-sat,1117,280,771,Pons,P,0,0
772,"Supramammillary nucleus, medial part",SUMm,1118,422,525,Supramammillary nucleus,SUM,0,0
1316,prepyramidal fissure,ppf,1119,705,1040,grooves of the cerebellar cortex,grv of CBX,0,0
680,Interanteromedial nucleus of the thalamus,IAM,1120,139,239,Anterior group of the dorsal thalamus,ATN,4042,0
495,"Entorhinal area, lateral part, layer 1",ENTl1,1121,988,918,"Entorhinal area, lateral part",ENTl,96582,0
1181,inferior cerebellar peduncle,icp,1123,564,752,cerebellar peduncles,cbp,54863,0
748,Suprachiasmatic preoptic nucleus,PSCH,1124,281,141,Periventricular region,PVR,0,0
275,"Orbital area, ventrolateral part, layer 5",ORBvl5,1125,1130,746,"Orbital area, ventrolateral part",ORBvl,50536,0
774,"Tuberomammillary nucleus, dorsal part",TMd,1126,423,557,Tuberomammillary nucleus,TM,3175,0
362,"Temporal association areas, layer 2/3",TEa2/3,1127,706,541,Temporal association areas,TEa,60609,0
69,"Primary somatosensory area, lower limb, layer 5",SSp-ll5,1128,989,337,"Primary somatosensory area, lower limb",SSp-ll,53813,0
640,Interbrain,IB,1129,140,343,Brain stem,BS,0,0
1132,intermediate nerve,iVIIn,1131,565,798,facial nerve,VIIn,0,0
884,"Pons, sensory related",P-sen,1132,282,771,Pons,P,0,0
522,"Entorhinal area, medial part, ventral zone, layer 5/6",ENTmv5/6,1133,1131,934,"Entorhinal area, medial part, ventral zone",ENTmv,0,0
1047,"Declive (VI), subdivision B",DEC6b,1134,399b,1138,Declive (VI),DEC,48881,0
1045,Declive (VI),DEC,1138,399,645,Vermal regions,VERM,0,0
425,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,1139,1137,619,Nucleus of the lateral olfactory tract,NLOT,6247,0
451,"Postpiriform transition area, layers 1",TR1,1140,1138,566,Postpiriform transition area,TR,0,0
452,"Postpiriform transition area, layers 2",TR2,1141,1139,566,Postpiriform transition area,TR,0,0
453,"Postpiriform transition area, layers 3",TR3,1142,1140,566,Postpiriform transition area,TR,0,0
1018,"Cerebellar cortex, granular layer",CBXgr,1143,1141,528,Cerebellar cortex,CBX,0,0
1016,"Cerebellar cortex, molecular layer",CBXmo,1144,1142,528,Cerebellar cortex,CBX,0,0
1017,"Cerebellar cortex, Purkinje layer",CBXpu,1145,1143,528,Cerebellar cortex,CBX,0,0
805,Median eminence,ME,10671,,1097,Hypothalamus,HY,6430,0
1071,"Simplex lobule, granular layer",SIMgr,10672,,1007,Simplex lobule,SIM,0,0
1070,"Simplex lobule, Purkinje layer",SIMpu,10673,,1007,Simplex lobule,SIM,0,0
1069,"Simplex lobule, molecular layer",SIMmo,10674,,1007,Simplex lobule,SIM,0,0
1076,"Crus 1, granular layer",ANcr1gr,10675,,1056,Crus 1,ANcr1,0,0
1075,"Crus 1, Purkinje layer",ANcr1pu,10676,,1056,Crus 1,ANcr1,0,0
1074,"Crus 1, molecular layer",ANcr1mo,10677,,1056,Crus 1,ANcr1,0,0
1080,"Crus 2, granular layer",ANcr2gr,10678,,1064,Crus 2,ANcr2,0,0
1079,"Crus 2, Purkinje layer",ANcr2pu,10679,,1064,Crus 2,ANcr2,0,0
1078,"Crus 2, molecular layer",ANcr2mo,10680,,1064,Crus 2,ANcr2,0,0
1084,"Paramedian lobule, granular layer",PRMgr,10681,,1025,Paramedian lobule,PRM,0,0
1083,"Paramedian lobule, Purkinje layer",PRMpu,10682,,1025,Paramedian lobule,PRM,0,0
1082,"Paramedian lobule, molecular layer",PRMmo,10683,,1025,Paramedian lobule,PRM,0,0
1088,"Copula pyramidis, granular layer",COPYgr,10684,,1033,Copula pyramidis,COPY,0,0
1087,"Copula pyramidis, Purkinje layer",COPYpu,10685,,1033,Copula pyramidis,COPY,0,0
1086,"Copula pyramidis, molecular layer",COPYmo,10686,,1033,Copula pyramidis,COPY,0,0
1092,"Paraflocculus, granular layer",PFLgr,10687,,1041,Paraflocculus,PFL,0,0
1091,"Paraflocculus, Purkinje layer",PFLpu,10688,,1041,Paraflocculus,PFL,0,0
1090,"Paraflocculus, molecular layer",PFLmo,10689,,1041,Paraflocculus,PFL,0,0
1096,"Flocculus, granular layer",FLgr,10690,,1049,Flocculus,FL,0,0
1095,"Flocculus, Purkinje layer",FLpu,10691,,1049,Flocculus,FL,0,0
1094,"Flocculus, molecular layer",FLmo,10692,,1049,Flocculus,FL,0,0
