,name,acronym,id,reassigned_id,parent_structure_id,parent_name,parent_acronym,fullname
426,Cortical amygdalar area,COA,631,427,698.0,Olfactory areas,OLF,COA: Cortical amygdalar area
476,"Dentate gyrus, granule cell layer",DG-sg,632,477,726.0,Dentate gyrus,DG,"DG-sg: Dentate gyrus, granule cell layer"
1141,inferior colliculus commissure,cic,633,1142,948.0,cochlear nerve,cVIIIn,cic: inferior colliculus commissure
847,Nucleus of the posterior commissure,NPC,634,848,1100.0,Pretectal region,PRT,NPC: Nucleus of the posterior commissure
342,"Posterior parietal association areas, layer 4",PTLp4,635,343,22.0,Posterior parietal association areas,PTLp,"PTLp4: Posterior parietal association areas, layer 4"
688,"Mediodorsal nucleus of the thalamus, medial part",MDm,636,689,362.0,Mediodorsal nucleus of thalamus,MD,"MDm: Mediodorsal nucleus of the thalamus, medial part"
643,Ventral group of the dorsal thalamus,VENT,637,644,864.0,"Thalamus, sensory-motor cortex related",DORsm,VENT: Ventral group of the dorsal thalamus
112,"Gustatory areas, layer 6a",GU6a,638,113,1057.0,Gustatory areas,GU,"GU6a: Gustatory areas, layer 6a"
427,"Cortical amygdalar area, anterior part",COAa,639,428,631.0,Cortical amygdalar area,COA,"COAa: Cortical amygdalar area, anterior part"
969,Efferent vestibular nucleus,EV,640,970,370.0,"Medulla, motor related",MY-mot,EV: Efferent vestibular nucleus
1138,intermediate acoustic stria,ias,641,1139,948.0,cochlear nerve,cVIIIn,ias: intermediate acoustic stria
947,Nucleus of the trapezoid body,NTB,642,948,386.0,"Medulla, sensory related",MY-sen,NTB: Nucleus of the trapezoid body
145,"Posterior auditory area, layer 2/3",AUDpo2/3,643,146,1027.0,Posterior auditory area,AUDpo,"AUDpo2/3: Posterior auditory area, layer 2/3"
16,"Somatomotor areas, Layer 6a",MO6a,644,17,500.0,Somatomotor areas,MO,"MO6a: Somatomotor areas, Layer 6a"
1019,Vermal regions,VERM,645,1020,528.0,Cerebellar cortex,CBX,VERM: Vermal regions
414,"Dorsal peduncular area, layer 5",DP5,646,415,814.0,Dorsal peduncular area,DP,"DP5: Dorsal peduncular area, layer 5"
431,"Cortical amygdalar area, posterior part",COAp,647,432,631.0,Cortical amygdalar area,COA,"COAp: Cortical amygdalar area, posterior part"
21,"Primary motor area, Layer 5",MOp5,648,22,985.0,Primary motor area,MOp,"MOp5: Primary motor area, Layer 5"
170,"Anterolateral visual area, layer 6b",VISal6b,649,171,402.0,Anterolateral visual area,VISal,"VISal6b: Anterolateral visual area, layer 6b"
1183,juxtarestiform body,jrb,650,1184,1123.0,inferior cerebellar peduncle,icp,jrb: juxtarestiform body
948,Nucleus of the solitary tract,NTS,651,949,386.0,"Medulla, sensory related",MY-sen,NTS: Nucleus of the solitary tract
725,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,652,726,103.0,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,"PVHpml: Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone"
965,Abducens nucleus,VI,653,966,370.0,"Medulla, motor related",MY-mot,VI: Abducens nucleus
47,"Primary somatosensory area, nose, layer 4",SSp-n4,654,48,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n4: Primary somatosensory area, nose, layer 4"
432,"Cortical amygdalar area, posterior part, lateral zone",COApl,655,433,647.0,"Cortical amygdalar area, posterior part",COAp,"COApl: Cortical amygdalar area, posterior part, lateral zone"
25,"Secondary motor area, layer 1",MOs1,656,26,993.0,Secondary motor area,MOs,"MOs1: Secondary motor area, layer 1"
74,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,657,75,345.0,"Primary somatosensory area, mouth",SSp-m,"SSp-m2/3: Primary somatosensory area, mouth, layer 2/3"
1140,lateral lemniscus,ll,658,1141,948.0,cochlear nerve,cVIIIn,ll: lateral lemniscus
949,"Nucleus of the solitary tract, central part",NTSce,659,950,651.0,Nucleus of the solitary tract,NTS,"NTSce: Nucleus of the solitary tract, central part"
726,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,660,727,103.0,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,"PVHpmm: Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone"
967,Facial motor nucleus,VII,661,968,370.0,"Medulla, motor related",MY-mot,VII: Facial motor nucleus
113,"Gustatory areas, layer 6b",GU6b,662,114,1057.0,Gustatory areas,GU,"GU6b: Gustatory areas, layer 6b"
438,"Cortical amygdalar area, posterior part, medial zone",COApm,663,439,647.0,"Cortical amygdalar area, posterior part",COAp,"COApm: Cortical amygdalar area, posterior part, medial zone"
512,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,664,513,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm3: Entorhinal area, medial part, dorsal zone, layer 3"
1108,"lateral olfactory tract, body",lot,665,1109,21.0,"lateral olfactory tract, general",lotg,"lot: lateral olfactory tract, body"
950,"Nucleus of the solitary tract, commissural part",NTSco,666,951,651.0,Nucleus of the solitary tract,NTS,"NTSco: Nucleus of the solitary tract, commissural part"
8,"Frontal pole, layer 2/3",FRP2/3,667,9,184.0,"Frontal pole, cerebral cortex",FRP,"FRP2/3: Frontal pole, layer 2/3"
740,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,668,741,830.0,Dorsomedial nucleus of the hypothalamus,DMH,"DMHa: Dorsomedial nucleus of the hypothalamus, anterior part"
157,Visual areas,VIS,669,158,315.0,Isocortex,Isocortex,VIS: Visual areas
88,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,670,89,361.0,"Primary somatosensory area, trunk",SSp-tr,"SSp-tr2/3: Primary somatosensory area, trunk, layer 2/3"
299,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,671,300,894.0,"Retrosplenial area, lateral agranular part",RSPagl,"RSPagl1: Retrosplenial area, lateral agranular part, layer 1"
573,Caudoputamen,CP,672,574,485.0,Striatum dorsal region,STRd,CP: Caudoputamen
1281,mammillary peduncle,mp,673,1282,46.0,mammillary related,mfbsma,mp: mammillary peduncle
951,"Nucleus of the solitary tract, gelatinous part",NTSge,674,952,651.0,Nucleus of the solitary tract,NTS,"NTSge: Nucleus of the solitary tract, gelatinous part"
295,"Agranular insular area, ventral part, layer 6a",AIv6a,675,296,119.0,"Agranular insular area, ventral part",AIv,"AIv6a: Agranular insular area, ventral part, layer 6a"
741,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,676,742,830.0,Dorsomedial nucleus of the hypothalamus,DMH,"DMHp: Dorsomedial nucleus of the hypothalamus, posterior part"
114,Visceral area,VISC,677,115,315.0,Isocortex,Isocortex,VISC: Visceral area
125,"Dorsal auditory area, layer 4",AUDd4,678,126,1011.0,Dorsal auditory area,AUDd,"AUDd4: Dorsal auditory area, layer 4"
925,Superior central nucleus raphe,CS,679,926,1117.0,"Pons, behavioral state related",P-sat,CS: Superior central nucleus raphe
277,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,680,278,746.0,"Orbital area, ventrolateral part",ORBvl,"ORBvl6b: Orbital area, ventrolateral part, layer 6b"
1280,mammillotegmental tract,mtg,681,1281,46.0,mammillary related,mfbsma,mtg: mammillotegmental tract
952,"Nucleus of the solitary tract, lateral part",NTSl,682,953,651.0,Nucleus of the solitary tract,NTS,"NTSl: Nucleus of the solitary tract, lateral part"
343,"Posterior parietal association areas, layer 5",PTLp5,683,344,22.0,Posterior parietal association areas,PTLp,"PTLp5: Posterior parietal association areas, layer 5"
742,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,684,743,830.0,Dorsomedial nucleus of the hypothalamus,DMH,"DMHv: Dorsomedial nucleus of the hypothalamus, ventral part"
645,Ventral medial nucleus of the thalamus,VM,685,646,637.0,Ventral group of the dorsal thalamus,VENT,VM: Ventral medial nucleus of the thalamus
42,"Primary somatosensory area, layer 6a",SSp6a,686,43,322.0,Primary somatosensory area,SSp,"SSp6a: Primary somatosensory area, layer 6a"
336,"Retrosplenial area, ventral part, layer 5",RSPv5,687,337,886.0,"Retrosplenial area, ventral part",RSPv,"RSPv5: Retrosplenial area, ventral part, layer 5"
3,Cerebral cortex,CTX,688,4,567.0,Cerebrum,CH,CTX: Cerebral cortex
755,Ventrolateral preoptic nucleus,VLPO,689,756,141.0,Periventricular region,PVR,VLPO: Ventrolateral preoptic nucleus
1279,mammillothalamic tract,mtt,690,1280,46.0,mammillary related,mfbsma,mtt: mammillothalamic tract
953,"Nucleus of the solitary tract, medial part",NTSm,691,954,651.0,Nucleus of the solitary tract,NTS,"NTSm: Nucleus of the solitary tract, medial part"
370,"Perirhinal area, layer 5",PERI5,692,371,922.0,Perirhinal area,PERI,"PERI5: Perirhinal area, layer 5"
787,Ventromedial hypothalamic nucleus,VMH,693,788,467.0,Hypothalamic medial zone,MEZ,VMH: Ventromedial hypothalamic nucleus
293,"Agranular insular area, ventral part, layer 2/3",AIv2/3,694,294,119.0,"Agranular insular area, ventral part",AIv,"AIv2/3: Agranular insular area, ventral part, layer 2/3"
4,Cortical plate,CTXpl,695,5,688.0,Cerebral cortex,CTX,CTXpl: Cortical plate
144,"Posterior auditory area, layer 1",AUDpo1,696,145,1027.0,Posterior auditory area,AUDpo,"AUDpo1: Posterior auditory area, layer 1"
1159,medial lemniscus,ml,697,1160,932.0,cervicothalamic tract,cett,ml: medial lemniscus
379,Olfactory areas,OLF,698,380,695.0,Cortical plate,CTXpl,OLF: Olfactory areas
296,"Agranular insular area, ventral part, layer 6b",AIv6b,699,297,119.0,"Agranular insular area, ventral part",AIv,"AIv6b: Agranular insular area, ventral part, layer 6b"
758,"Anterior hypothalamic nucleus, anterior part",AHNa,700,759,88.0,Anterior hypothalamic nucleus,AHN,"AHNa: Anterior hypothalamic nucleus, anterior part"
1001,Vestibular nuclei,VNC,701,1002,370.0,"Medulla, motor related",MY-mot,VNC: Vestibular nuclei
48,"Primary somatosensory area, nose, layer 5",SSp-n5,702,49,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n5: Primary somatosensory area, nose, layer 5"
555,Cortical subplate,CTXsp,703,556,688.0,Cerebral cortex,CTX,CTXsp: Cortical subplate
292,"Agranular insular area, ventral part, layer 1",AIv1,704,293,119.0,"Agranular insular area, ventral part",AIv,"AIv1: Agranular insular area, ventral part, layer 1"
1128,midbrain tract of the trigeminal nerve,mtV,705,1129,229.0,sensory root of the trigeminal nerve,sV,mtV: midbrain tract of the trigeminal nerve
848,Olivary pretectal nucleus,OP,706,849,1100.0,Pretectal region,PRT,OP: Olivary pretectal nucleus
246,"Infralimbic area, layer 1",ILA1,707,247,44.0,Infralimbic area,ILA,"ILA1: Infralimbic area, layer 1"
759,"Anterior hypothalamic nucleus, central part",AHNc,708,760,88.0,Anterior hypothalamic nucleus,AHN,"AHNc: Anterior hypothalamic nucleus, central part"
646,Ventral posterior complex of the thalamus,VP,709,647,637.0,Ventral group of the dorsal thalamus,VENT,VP: Ventral posterior complex of the thalamus
1124,abducens nerve,VIn,710,1125,967.0,cranial nerves,cm,VIn: abducens nerve
944,Cuneate nucleus,CU,711,945,720.0,Dorsal column nuclei,DCN,CU: Cuneate nucleus
513,"Entorhinal area, medial part, dorsal zone, layer 4",ENTm4,712,514,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm4: Entorhinal area, medial part, dorsal zone, layer 4"
1256,perforant path,per,713,1257,1099.0,fornix system,fxs,per: perforant path
252,Orbital area,ORB,714,253,315.0,Isocortex,Isocortex,ORB: Orbital area
498,"Entorhinal area, lateral part, layer 2a",ENTl2a,715,499,918.0,"Entorhinal area, lateral part",ENTl,"ENTl2a: Entorhinal area, lateral part, layer 2a"
760,"Anterior hypothalamic nucleus, dorsal part",AHNd,716,761,88.0,Anterior hypothalamic nucleus,AHN,"AHNd: Anterior hypothalamic nucleus, dorsal part"
1146,accessory spinal nerve,XIn,717,1147,967.0,cranial nerves,cm,XIn: accessory spinal nerve
647,Ventral posterolateral nucleus of the thalamus,VPL,718,648,709.0,Ventral posterior complex of the thalamus,VP,VPL: Ventral posterolateral nucleus of the thalamus
43,"Primary somatosensory area, layer 6b",SSp6b,719,44,322.0,Primary somatosensory area,SSp,"SSp6b: Primary somatosensory area, layer 6b"
943,Dorsal column nuclei,DCN,720,944,386.0,"Medulla, sensory related",MY-sen,DCN: Dorsal column nuclei
188,"Primary visual area, layer 4",VISp4,721,189,385.0,Primary visual area,VISp,"VISp4: Primary visual area, layer 4"
1283,periventricular bundle of the thalamus,pvbt,722,1284,1068.0,dorsal thalamus related,mfbst,pvbt: periventricular bundle of the thalamus
258,"Orbital area, lateral part",ORBl,723,259,714.0,Orbital area,ORB,"ORBl: Orbital area, lateral part"
761,"Anterior hypothalamic nucleus, posterior part",AHNp,724,762,88.0,Anterior hypothalamic nucleus,AHN,"AHNp: Anterior hypothalamic nucleus, posterior part"
648,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,725,649,709.0,Ventral posterior complex of the thalamus,VP,"VPLpc: Ventral posterolateral nucleus of the thalamus, parvicellular part"
473,Dentate gyrus,DG,726,474,1080.0,Hippocampal region,HIP,DG: Dentate gyrus
514,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,727,515,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm5: Entorhinal area, medial part, dorsal zone, layer 5"
1188,arbor vitae,arb,728,1189,960.0,cerebellum related fiber tracts,cbf,arb: arbor vitae
365,"Temporal association areas, layer 6a",TEa6a,729,366,541.0,Temporal association areas,TEa,"TEa6a: Temporal association areas, layer 6a"
1288,pineal stalk,PIS,730,1289,1083.0,epithalamus related,mfbse,PIS: pineal stalk
264,"Orbital area, medial part",ORBm,731,265,714.0,Orbital area,ORB,"ORBm: Orbital area, medial part"
765,"Medial mammillary nucleus, median part",MMme,732,766,491.0,Medial mammillary nucleus,MM,"MMme: Medial mammillary nucleus, median part"
649,Ventral posteromedial nucleus of the thalamus,VPM,733,650,709.0,Ventral posterior complex of the thalamus,VP,VPM: Ventral posteromedial nucleus of the thalamus
478,Dentate gyrus crest,DGcr,734,479,726.0,Dentate gyrus,DG,DGcr: Dentate gyrus crest
137,"Primary auditory area, layer 1",AUDp1,735,138,1002.0,Primary auditory area,AUDp,"AUDp1: Primary auditory area, layer 1"
1233,central tegmental bundle,ctb,736,1234,1000.0,extrapyramidal fiber systems,eps,ctb: central tegmental bundle
1250,postcommissural fornix,fxpo,737,1251,1099.0,fornix system,fxs,fxpo: postcommissural fornix
271,"Orbital area, ventral part",ORBv,738,272,714.0,Orbital area,ORB,"ORBv: Orbital area, ventral part"
223,"Anterior cingulate area, layer 5",ACA5,739,224,31.0,Anterior cingulate area,ACA,"ACA5: Anterior cingulate area, layer 5"
777,"Medial preoptic nucleus, central part",MPNc,740,778,515.0,Medial preoptic nucleus,MPN,"MPNc: Medial preoptic nucleus, central part"
650,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,741,651,709.0,Ventral posterior complex of the thalamus,VP,"VPMpc: Ventral posteromedial nucleus of the thalamus, parvicellular part"
479,"Dentate gyrus crest, molecular layer",DGcr-mo,742,480,734.0,Dentate gyrus crest,DGcr,"DGcr-mo: Dentate gyrus crest, molecular layer"
516,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,743,517,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm6: Entorhinal area, medial part, dorsal zone, layer 6"
1172,cerebellar commissure,cbc,744,1173,960.0,cerebellum related fiber tracts,cbf,cbc: cerebellar commissure
1248,"precommissural fornix, general",fxprg,745,1249,1099.0,fornix system,fxs,"fxprg: precommissural fornix, general"
272,"Orbital area, ventrolateral part",ORBvl,746,273,714.0,Orbital area,ORB,"ORBvl: Orbital area, ventrolateral part"
247,"Infralimbic area, layer 2",ILA2,747,248,44.0,Infralimbic area,ILA,"ILA2: Infralimbic area, layer 2"
778,"Medial preoptic nucleus, lateral part",MPNl,748,779,515.0,Medial preoptic nucleus,MPN,"MPNl: Medial preoptic nucleus, lateral part"
823,Ventral tegmental area,VTA,749,824,323.0,"Midbrain, motor related",MBmot,VTA: Ventral tegmental area
193,"Posterolateral visual area, layer 1",VISpl1,750,194,425.0,Posterolateral visual area,VISpl,"VISpl1: Posterolateral visual area, layer 1"
480,"Dentate gyrus crest, polymorph layer",DGcr-po,751,481,734.0,Dentate gyrus crest,DGcr,"DGcr-po: Dentate gyrus crest, polymorph layer"
1173,cerebellar peduncles,cbp,752,1174,960.0,cerebellum related fiber tracts,cbf,cbp: cerebellar peduncles
1278,principal mammillary tract,pm,753,1279,46.0,mammillary related,mfbsma,pm: principal mammillary tract
577,Olfactory tubercle,OT,754,578,493.0,Striatum ventral region,STRv,OT: Olfactory tubercle
152,"Ventral auditory area, layer 2/3",AUDv2/3,755,153,1018.0,Ventral auditory area,AUDv,"AUDv2/3: Ventral auditory area, layer 2/3"
779,"Medial preoptic nucleus, medial part",MPNm,756,780,515.0,Medial preoptic nucleus,MPN,"MPNm: Medial preoptic nucleus, medial part"
859,Ventral tegmental nucleus,VTN,757,860,323.0,"Midbrain, motor related",MBmot,VTN: Ventral tegmental nucleus
481,"Dentate gyrus crest, granule cell layer",DGcr-sg,758,482,734.0,Dentate gyrus crest,DGcr,"DGcr-sg: Dentate gyrus crest, granule cell layer"
146,"Posterior auditory area, layer 4",AUDpo4,759,147,1027.0,Posterior auditory area,AUDpo,"AUDpo4: Posterior auditory area, layer 4"
1219,cerebral nuclei related,epsc,760,1220,1000.0,extrapyramidal fiber systems,eps,epsc: cerebral nuclei related
788,"Ventromedial hypothalamic nucleus, anterior part",VMHa,761,789,693.0,Ventromedial hypothalamic nucleus,VMH,"VMHa: Ventromedial hypothalamic nucleus, anterior part"
1272,"propriohypothalamic pathways, dorsal",phpd,762,1273,182.0,propriohypothalamic pathways,php,"phpd: propriohypothalamic pathways, dorsal"
745,Vascular organ of the lamina terminalis,OV,763,746,141.0,Periventricular region,PVR,OV: Vascular organ of the lamina terminalis
499,"Entorhinal area, lateral part, layer 2b",ENTl2b,764,500,918.0,"Entorhinal area, lateral part",ENTl,"ENTl2b: Entorhinal area, lateral part, layer 2b"
1006,Nucleus x,x,765,1007,370.0,"Medulla, motor related",MY-mot,x: Nucleus x
482,Dentate gyrus lateral blade,DGlb,766,483,726.0,Dentate gyrus,DG,DGlb: Dentate gyrus lateral blade
27,"Secondary motor area, layer 5",MOs5,767,28,993.0,Secondary motor area,MOs,"MOs5: Secondary motor area, layer 5"
1239,cerebrum related,mfbc,768,1240,991.0,medial forebrain bundle system,mfbs,mfbc: cerebrum related
789,"Ventromedial hypothalamic nucleus, central part",VMHc,769,790,693.0,Ventromedial hypothalamic nucleus,VMH,"VMHc: Ventromedial hypothalamic nucleus, central part"
1273,"propriohypothalamic pathways, lateral",phpl,770,1274,182.0,propriohypothalamic pathways,php,"phpl: propriohypothalamic pathways, lateral"
883,Pons,P,771,884,1065.0,Hindbrain,HB,P: Pons
235,"Anterior cingulate area, ventral part, layer 5",ACAv5,772,236,48.0,"Anterior cingulate area, ventral part",ACAv,"ACAv5: Anterior cingulate area, ventral part, layer 5"
1007,Hypoglossal nucleus,XII,773,1008,370.0,"Medulla, motor related",MY-mot,XII: Hypoglossal nucleus
301,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,774,302,894.0,"Retrosplenial area, lateral agranular part",RSPagl,"RSPagl5: Retrosplenial area, lateral agranular part, layer 5"
483,"Dentate gyrus lateral blade, molecular layer",DGlb-mo,775,484,766.0,Dentate gyrus lateral blade,DGlb,"DGlb-mo: Dentate gyrus lateral blade, molecular layer"
1191,corpus callosum,cc,776,1192,983.0,lateral forebrain bundle system,lfbs,cc: corpus callosum
790,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,777,791,693.0,Ventromedial hypothalamic nucleus,VMH,"VMHdm: Ventromedial hypothalamic nucleus, dorsomedial part"
189,"Primary visual area, layer 5",VISp5,778,190,385.0,Primary visual area,VISp,"VISp5: Primary visual area, layer 5"
1274,"propriohypothalamic pathways, medial",phpm,779,1275,182.0,propriohypothalamic pathways,php,"phpm: propriohypothalamic pathways, medial"
569,Posterior amygdalar nucleus,PA,780,570,703.0,Cortical subplate,CTXsp,PA: Posterior amygdalar nucleus
1008,Nucleus y,y,781,1009,370.0,"Medulla, motor related",MY-mot,y: Nucleus y
484,"Dentate gyrus lateral blade, polymorph layer",DGlb-po,782,485,766.0,Dentate gyrus lateral blade,DGlb,"DGlb-po: Dentate gyrus lateral blade, polymorph layer"
283,"Agranular insular area, dorsal part, layer 6a",AId6a,783,284,104.0,"Agranular insular area, dorsal part",AId,"AId6a: Agranular insular area, dorsal part, layer 6a"
1200,corticospinal tract,cst,784,1201,983.0,lateral forebrain bundle system,lfbs,cst: corticospinal tract
791,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,785,792,693.0,Ventromedial hypothalamic nucleus,VMH,"VMHvl: Ventromedial hypothalamic nucleus, ventrolateral part"
366,"Temporal association areas, layer 6b",TEa6b,786,367,541.0,Temporal association areas,TEa,"TEa6b: Temporal association areas, layer 6b"
1275,"propriohypothalamic pathways, ventral",phpv,787,1276,182.0,propriohypothalamic pathways,php,"phpv: propriohypothalamic pathways, ventral"
444,Piriform-amygdalar area,PAA,788,445,698.0,Olfactory areas,OLF,PAA: Piriform-amygdalar area
963,Nucleus z,z,789,964,386.0,"Medulla, sensory related",MY-sen,z: Nucleus z
485,"Dentate gyrus lateral blade, granule cell layer",DGlb-sg,790,486,766.0,Dentate gyrus lateral blade,DGlb,"DGlb-sg: Dentate gyrus lateral blade, granule cell layer"
147,"Posterior auditory area, layer 5",AUDpo5,791,148,1027.0,Posterior auditory area,AUDpo,"AUDpo5: Posterior auditory area, layer 5"
1149,dorsal roots,drt,792,1150,967.0,cranial nerves,cm,drt: dorsal roots
38,"Primary somatosensory area, layer 1",SSp1,793,39,322.0,Primary somatosensory area,SSp,"SSp1: Primary somatosensory area, layer 1"
1129,spinal tract of the trigeminal nerve,sptV,794,1130,229.0,sensory root of the trigeminal nerve,sV,sptV: spinal tract of the trigeminal nerve
838,Periaqueductal gray,PAG,795,839,323.0,"Midbrain, motor related",MBmot,PAG: Periaqueductal gray
803,Dopaminergic A13 group,A13,796,804,797.0,Zona incerta,ZI,A13: Dopaminergic A13 group
802,Zona incerta,ZI,797,803,290.0,Hypothalamic lateral zone,LZ,ZI: Zona incerta
1130,facial nerve,VIIn,798,1131,967.0,cranial nerves,cm,VIIn: facial nerve
486,Dentate gyrus medial blade,DGmb,799,487,726.0,Dentate gyrus,DG,DGmb: Dentate gyrus medial blade
294,"Agranular insular area, ventral part, layer 5",AIv5,800,295,119.0,"Agranular insular area, ventral part",AIv,"AIv5: Agranular insular area, ventral part, layer 5"
158,"Visual areas, layer 1",VIS1,801,159,669.0,Visual areas,VIS,"VIS1: Visual areas, layer 1"
1285,stria medullaris,sm,802,1286,1083.0,epithalamus related,mfbse,sm: stria medullaris
608,Pallidum,PAL,803,609,623.0,Cerebral nuclei,CNU,PAL: Pallidum
804,Fields of Forel,FF,804,805,797.0,Zona incerta,ZI,FF: Fields of Forel
200,"posteromedial visual area, layer 1",VISpm1,805,201,533.0,posteromedial visual area,VISpm,"VISpm1: posteromedial visual area, layer 1"
102,"Supplemental somatosensory area, layer 2/3",SSs2/3,806,103,378.0,Supplemental somatosensory area,SSs,"SSs2/3: Supplemental somatosensory area, layer 2/3"
487,"Dentate gyrus medial blade, molecular layer",DGmb-mo,807,488,799.0,Dentate gyrus medial blade,DGmb,"DGmb-mo: Dentate gyrus medial blade, molecular layer"
1143,glossopharyngeal nerve,IXn,808,1144,967.0,cranial nerves,cm,IXn: glossopharyngeal nerve
620,"Pallidum, caudal region",PALc,809,621,803.0,Pallidum,PAL,"PALc: Pallidum, caudal region"
236,"Anterior cingulate area, ventral part, 6a",ACAv6a,810,237,48.0,"Anterior cingulate area, ventral part",ACAv,"ACAv6a: Anterior cingulate area, ventral part, 6a"
813,"Inferior colliculus, central nucleus",ICc,811,814,4.0,Inferior colliculus,IC,"ICc: Inferior colliculus, central nucleus"
1175,superior cerebellar peduncle decussation,dscp,812,1176,326.0,superior cerebelar peduncles,scp,dscp: superior cerebellar peduncle decussation
1147,hypoglossal nerve,XIIn,813,1148,967.0,cranial nerves,cm,XIIn: hypoglossal nerve
410,Dorsal peduncular area,DP,814,411,698.0,Olfactory areas,OLF,DP: Dorsal peduncular area
488,"Dentate gyrus medial blade, polymorph layer",DGmb-po,815,489,799.0,Dentate gyrus medial blade,DGmb,"DGmb-po: Dentate gyrus medial blade, polymorph layer"
139,"Primary auditory area, layer 4",AUDp4,816,140,1002.0,Primary auditory area,AUDp,"AUDp4: Primary auditory area, layer 4"
1266,"supraoptic commissures, anterior",supa,817,1267,349.0,supraoptic commissures,sup,"supa: supraoptic commissures, anterior"
609,"Pallidum, dorsal region",PALd,818,610,803.0,Pallidum,PAL,"PALd: Pallidum, dorsal region"
237,"Anterior cingulate area, ventral part, 6b",ACAv6b,819,238,48.0,"Anterior cingulate area, ventral part",ACAv,"ACAv6b: Anterior cingulate area, ventral part, 6b"
814,"Inferior colliculus, dorsal nucleus",ICd,820,815,4.0,Inferior colliculus,IC,"ICd: Inferior colliculus, dorsal nucleus"
187,"Primary visual area, layer 2/3",VISp2/3,821,188,385.0,Primary visual area,VISp,"VISp2/3: Primary visual area, layer 2/3"
492,Retrohippocampal region,RHP,822,493,1089.0,Hippocampal formation,HPF,RHP: Retrohippocampal region
489,"Dentate gyrus medial blade, granule cell layer",DGmb-sg,823,490,799.0,Dentate gyrus medial blade,DGmb,"DGmb-sg: Dentate gyrus medial blade, granule cell layer"
1261,hypothalamus related,mfsbshy,824,1262,991.0,medial forebrain bundle system,mfbs,mfsbshy: hypothalamus related
1267,"supraoptic commissures, dorsal",supd,825,1268,349.0,supraoptic commissures,sup,"supd: supraoptic commissures, dorsal"
615,"Pallidum, medial region",PALm,826,616,803.0,Pallidum,PAL,"PALm: Pallidum, medial region"
249,"Infralimbic area, layer 5",ILA5,827,250,44.0,Infralimbic area,ILA,"ILA5: Infralimbic area, layer 5"
815,"Inferior colliculus, external nucleus",ICe,828,816,4.0,Inferior colliculus,IC,"ICe: Inferior colliculus, external nucleus"
537,"Subiculum, dorsal part, molecular layer",SUBd-m,829,538,509.0,"Subiculum, dorsal part",SUBd,"SUBd-m: Subiculum, dorsal part, molecular layer"
739,Dorsomedial nucleus of the hypothalamus,DMH,830,740,141.0,Periventricular region,PVR,DMH: Dorsomedial nucleus of the hypothalamus
284,"Agranular insular area, dorsal part, layer 6b",AId6b,831,285,104.0,"Agranular insular area, dorsal part",AId,"AId6b: Agranular insular area, dorsal part, layer 6b"
1119,oculomotor nerve,IIIn,832,1120,967.0,cranial nerves,cm,IIIn: oculomotor nerve
1268,"supraoptic commissures, ventral",supv,833,1269,349.0,supraoptic commissures,sup,"supv: supraoptic commissures, ventral"
811,"Superior colliculus, zonal layer",SCzo,834,812,302.0,"Superior colliculus, sensory related",SCs,"SCzo: Superior colliculus, zonal layer"
612,"Pallidum, ventral region",PALv,835,613,803.0,Pallidum,PAL,"PALv: Pallidum, ventral region"
374,Ectorhinal area/Layer 1,ECT1,836,375,895.0,Ectorhinal area,ECT,ECT1: Ectorhinal area/Layer 1
539,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,837,540,509.0,"Subiculum, dorsal part",SUBd,"SUBd-sr: Subiculum, dorsal part, stratum radiatum"
46,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,838,47,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n2/3: Primary somatosensory area, nose, layer 2/3"
